chr	start	end	width	strand	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	length	feature	feature_init	type	genome	threshold	log10baseMean	stably_expressed
VIII	225442	225777	336	+	1.4721742133966282	-1.7168246845201638	2.858989942607159	-0.6005004281178281	0.5481727756566976	NA	336	YHR063W-A	YHR063W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.16795920636014205	FALSE
II	36989	37303	315	-	0.917293549320696	-1.7070066813166727	3.2648669964931374	-0.5228411090406453	0.60108482933611	NA	315	YBL100C	YBL100C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.037491660568797644	FALSE
IV	1108484	1108621	138	+	0.917293549320696	-1.7070066813166727	3.2648669964931374	-0.5228411090406453	0.60108482933611	NA	138	YDR320W-B	YDR320W-B_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.037491660568797644	FALSE
IV	11657	13360	1704	-	4.064423613224557	-1.696662752319085	1.5008621794513544	-1.1304587293546875	0.25828297928245475	0.28928017947776896	1704	YDL245C	YDL245C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	0.608998965835483	TRUE
XII	460712	460922	211	-	5.582263712636593	-1.6768118607657085	1.329017564787441	-1.2616927760724463	0.20705935732588673	0.23812569306250578	211	ETS2-2	ETS2-2_rRNA-E1	rRNA-E1	S_cerevisiae	FALSE	0.7468103492141668	TRUE
XII	1024189	1024572	384	+	1.5932600885768993	-1.6386296723574856	2.3722508798749273	-0.6907488943344303	0.4897233568778684	NA	384	YLR445W	YLR445W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.20228667712799384	FALSE
XV	234346	234546	201	+	690.8937337139893	-1.6133442960737114	0.22439242301958218	-7.189834105641432	6.487009301626343e-13	3.197596584986278e-11	201	snR81	snR81_snoRNA-E1	snoRNA-E1	S_cerevisiae	TRUE	2.8394112537263343	FALSE
XII	229966	230451	486	-	1.625279454532401	-1.5843224095335118	2.4520100642533653	-0.6461320989789398	0.5181938089648562	NA	486	YLR042C	YLR042C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.21092804539293658	FALSE
II	796798	798522	1725	-	960.4592640029944	-1.5096800644564234	0.19912111217767647	-7.58171771916044	3.410095929446515e-14	2.3001994437782386e-12	1725	YBR296C	YBR296C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.9824789498391673	FALSE
VIII	436647	436958	312	+	0.9602301313241222	-1.4908375440377362	3.3023797771127743	-0.45144339678011086	0.6516700119542749	NA	312	YHR165W-A	YHR165W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.017624670307611202	FALSE
VIII	116107	116179	73	-	0.6759665392562033	-1.4875969917324245	3.6635504681562714	-0.4060533639873881	0.6847033910359741	NA	73	tT(AGU)H	tT(AGU)H_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.1700748013602163	FALSE
I	140760	141407	648	+	0.957500827312141	-1.481606859251543	3.0743764976633066	-0.4819210855852056	0.629862006663839	NA	648	YAL004W	YAL004W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.01886084211449115	FALSE
XII	455433	455636	204	+	0.6732372352442222	-1.4808432543014534	3.668846325408132	-0.4036264054032627	0.6864874652587696	NA	204	YLR154W-E	YLR154W-E_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.17183187217646156	FALSE
XVI	73625	73927	303	+	1.1792862436413718	-1.3478446014393162	2.8359591091219345	-0.47526940607286605	0.634594962417721	NA	303	YPL251W	YPL251W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.0716192325298404	FALSE
XVI	696476	696850	375	+	1.7396255157412663	-1.3199100847554446	2.363396314500346	-0.5584802162283524	0.5765165102615044	NA	375	YPR076W	YPR076W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.24045576900040694	FALSE
II	458608	458832	225	+	3.0500701103147843	-1.2997766855916992	1.7728778941631698	-0.7331450687444084	0.4634699545116108	0.4928502271009628	225	YBR109W-A	YBR109W-A_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	0.4843098223542877	TRUE
XV	958362	958832	471	-	2.763077214234884	-1.29594488969089	1.8262208367626833	-0.7096320793208086	0.47793232115836065	0.5072193299077136	471	YOR339C	YOR339C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	0.44139302145200904	TRUE
III	2126	2566	441	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	441	YCL075W-E1	YCL075W-E1	NA_SC	S_cerevisiae	NA	-0.7628413791485513	FALSE
III	82462	82533	72	-	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	72	tE(UUC)C	tE(UUC)C_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
IV	848071	848223	153	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	153	YDR194W-A	YDR194W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
IV	1150881	1151183	303	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	303	YDR340W	YDR340W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
V	536275	536655	381	-	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	381	YER172C-A	YER172C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
VII	541850	541921	72	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	72	tE(UUC)G3	tE(UUC)G3_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
VII	731137	731210	74	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	74	tN(GUU)G	tN(GUU)G_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
VII	845649	845719	71	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	71	tG(GCC)G1	tG(GCC)G1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
IX	348495	348505	11	-	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	11	YIL004C	YIL004C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
X	396726	396796	71	-	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	71	tG(GCC)J1	tG(GCC)J1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
XII	171339	171764	426	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	426	YLR013W	YLR013W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
XIII	851422	851769	348	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	348	YMR290W-A	YMR290W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
XIV	572999	573853	855	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	855	YNL033W	YNL033W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
XVI	264602	264700	99	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	99	YPL152W-A	YPL152W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
Mito	66210	66285	76	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	76	tQ(UUG)Q	tQ(UUG)Q_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
Mito	70162	70237	76	+	0.1726468348710347	-1.2857452024864293	4.996040145461621	-0.2573528564726194	0.7969063925231532	NA	76	tI(GAU)Q	tI(GAU)Q_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7628413791485513	FALSE
VII	11110	11730	621	+	0.4541811229269725	-1.2854860692859704	4.799241658448142	-0.26785191510894635	0.7888133077598599	NA	621	YGL258W	YGL258W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.34277092026823985	FALSE
VII	115548	115583	36	+	0.4541811229269725	-1.2854860692859704	4.799241658448142	-0.26785191510894635	0.7888133077598599	NA	36	tK(UUU)G1	tK(UUU)G1_tRNA-E2	tRNA-E2	S_cerevisiae	NA	-0.34277092026823985	FALSE
VII	328583	328654	72	+	0.4541811229269725	-1.2854860692859704	4.799241658448142	-0.26785191510894635	0.7888133077598599	NA	72	tE(UUC)G1	tE(UUC)G1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.34277092026823985	FALSE
VIII	62755	62826	72	+	0.4541811229269725	-1.2854860692859704	4.799241658448142	-0.26785191510894635	0.7888133077598599	NA	72	tH(GUG)H	tH(GUG)H_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.34277092026823985	FALSE
VIII	540800	541099	300	+	0.4541811229269725	-1.2854860692859704	4.799241658448142	-0.26785191510894635	0.7888133077598599	NA	300	YHR213W-B	YHR213W-B_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.34277092026823985	FALSE
X	503102	503485	384	+	0.4541811229269725	-1.2854860692859704	4.799241658448142	-0.26785191510894635	0.7888133077598599	NA	384	YJR037W	YJR037W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.34277092026823985	FALSE
X	637790	637809	20	+	0.4541811229269725	-1.2854860692859704	4.799241658448142	-0.26785191510894635	0.7888133077598599	NA	20	YJR112W-A	YJR112W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.34277092026823985	FALSE
XV	487439	487512	74	+	0.4541811229269725	-1.2854860692859704	4.799241658448142	-0.26785191510894635	0.7888133077598599	NA	74	tN(GUU)O2	tN(GUU)O2_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.34277092026823985	FALSE
I	124307	124492	186	-	0.7357154109829103	-1.2842800062992195	4.007414819108937	-0.32047593380532136	0.7486075711580024	NA	186	YAL016C-B	YAL016C-B_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.13329014672392717	FALSE
IV	1212438	1212836	399	-	0.7357154109829103	-1.2842800062992195	4.007414819108937	-0.32047593380532136	0.7486075711580024	NA	399	YDR366C	YDR366C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.13329014672392717	FALSE
VIII	212535	212720	186	-	0.7446467144496614	-1.277710051784609	3.53643172289986	-0.3612992281205112	0.7178757706728742	NA	186	YHR053C	YHR053C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.12804972235972373	FALSE
VII	498000	498034	35	-	0.7329861069709291	-1.2744023200755656	4.012771339407123	-0.3175865785225269	0.7507985562478412	NA	35	YGR001C	YGR001C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.13490425690463348	FALSE
IV	1075472	1075544	73	-	0.45145181891499137	-1.274163332415189	4.8105173951158315	-0.26487033051971925	0.7911093550612501	NA	73	tV(CAC)D	tV(CAC)D_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.34538859284971707	FALSE
V	207357	207428	72	+	0.45145181891499137	-1.274163332415189	4.8105173951158315	-0.26487033051971925	0.7911093550612501	NA	72	tH(GUG)E1	tH(GUG)E1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.34538859284971707	FALSE
VIII	134321	134392	72	+	0.45145181891499137	-1.274163332415189	4.8105173951158315	-0.26487033051971925	0.7911093550612501	NA	72	tQ(UUG)H	tQ(UUG)H_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.34538859284971707	FALSE
XI	219895	219967	73	+	0.45145181891499137	-1.274163332415189	4.8105173951158315	-0.26487033051971925	0.7911093550612501	NA	73	tA(AGC)K1	tA(AGC)K1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.34538859284971707	FALSE
II	805035	805256	222	-	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	222	YBR298C-A	YBR298C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
VII	811738	817051	5314	+	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	5314	YGR161W-B-E1	YGR161W-B-E1	NA_SC	S_cerevisiae	NA	-0.7697618114630277	FALSE
VII	946792	947001	210	-	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	210	YGR226C	YGR226C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
X	180194	180310	117	+	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	117	YJL127W-A	YJL127W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
X	204735	204806	72	+	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	72	tD(GUC)J1	tD(GUC)J1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
XII	472465	472583	119	+	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	119	RDN5-3	RDN5-3_rRNA-E1	rRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
XII	687859	687932	74	-	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	74	tV(AAC)L	tV(AAC)L_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
XIII	337788	337817	30	+	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	30	YMR033W	YMR033W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
XIII	747892	747963	72	-	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	72	tR(UCU)M1	tR(UCU)M1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
XIV	401033	401518	486	-	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	486	YNL120C	YNL120C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
XV	651858	652163	306	+	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	306	YOR170W	YOR170W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
XV	854187	854259	73	-	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	73	tA(UGC)O	tA(UGC)O_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
XVI	281504	281517	14	-	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	14	snR17b	snR17b_snoRNA-E1	snoRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
XVI	695018	695188	171	+	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	171	YPR074W-A	YPR074W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
Mito	4254	4415	162	+	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	162	Q0017	Q0017_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
Mito	64596	64670	75	+	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	75	tH(GUG)Q	tH(GUG)Q_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
Mito	67468	67542	75	+	0.16991753085905356	-1.2741526147442415	4.996870147198875	-0.25499013926917846	0.7987307152799227	NA	75	tG(UCC)Q	tG(UCC)Q_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7697618114630277	FALSE
I	228844	229317	474	+	0.7473760184616425	-1.2709944175968235	3.8479580616291016	-0.33030360446774865	0.7411705696671371	NA	474	YAR075W	YAR075W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.1264608417511279	FALSE
IV	1492477	1493026	550	-	1115.4450334843516	-1.2533415783318929	0.20648740089843143	-6.069821078083093	1.2805283411542325e-9	2.471573978950699e-8	550	snR84	snR84_snoRNA-E1	snoRNA-E1	S_cerevisiae	TRUE	3.047448174133442	FALSE
IV	1022007	1022321	315	-	16.10180795155241	-1.1668178463657204	0.769934687068173	-1.5154763981459713	0.12965180291986514	0.1565201117389781	315	YDR281C	YDR281C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.2068746424479941	TRUE
XV	429478	429912	435	+	2.6556378591145187	-1.1565229052869126	1.983292392112195	-0.5831328299783485	0.5598038846046876	0.5869148057177418	435	YOR055W	YOR055W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	0.4241688513769482	TRUE
XVI	281056	281373	318	-	5771.695820658015	-1.0873308274633484	0.20581950310062536	-5.282933886648008	1.2713128020382684e-7	1.3203520965091125e-6	318	snR17b	snR17b_snoRNA-E2	snoRNA-E2	S_cerevisiae	TRUE	3.7613034348797516	FALSE
VIII	374654	375100	447	-	79.65420195154068	-1.08062138132995	0.3790623721224278	-2.8507745975402057	0.004361287398357522	0.008198043311432972	447	YHR136C	YHR136C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	1.9012086908243189	FALSE
X	727405	728271	867	+	475.331345695807	-1.0738538471607155	0.2438794394027857	-4.403215989795528	1.066578835472129e-5	5.339560295082346e-5	867	YJR155W	YJR155W_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.6769964547615115	FALSE
XII	794697	794794	98	-	1068.785269058421	-1.057484682644389	0.257670020040143	-4.104026857605092	4.0602029714688096e-5	1.627128245226525e-4	98	snR55	snR55_snoRNA-E1	snoRNA-E1	S_cerevisiae	TRUE	3.0288904593429886	FALSE
VII	316788	317055	268	+	4156.539120134813	-1.0556541252320741	0.1970974045745373	-5.356002163046506	8.508349043583798e-8	9.482000116745214e-7	268	snR82	snR82_snoRNA-E1	snoRNA-E1	S_cerevisiae	TRUE	3.6187318723102404	FALSE
XVI	296286	296654	369	+	3.344008397280262	-1.05097872468863	1.598250072900006	-0.6575809020810125	0.5108074696925606	0.5396306862626751	369	YPL136W	YPL136W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	0.5242673593435044	TRUE
VII	974577	974777	201	-	1.003910104758356	-1.026521465034513	3.0592790442717335	-0.33554358728949424	0.7372150705598501	NA	201	YGR240C-A	YGR240C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.0016948256025176467	FALSE
XII	585	3915	3331	-	1.290903000838256	-1.0199635472988786	2.659317459543543	-0.38354335757790636	0.7013169288256456	NA	3331	YLL067C	YLL067C_mRNA-E2	mRNA-E2	S_cerevisiae	NA	0.11089361036607333	FALSE
VI	76014	76115	102	-	2.724318034307977	-1.008400947818569	2.0410998359936623	-0.4940478314857403	0.6212723996865707	0.6451326425525109	102	YFL031C-A	YFL031C-A_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	0.43525780532689506	TRUE
IV	254935	255048	114	+	2.1327765609940883	-0.9899721697726581	2.2390629310990833	-0.44213682251740594	0.6583901998731262	NA	114	YDL114W-A	YDL114W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.32894535924210955	FALSE
VIII	129481	129528	48	+	2.1667080662200635	-0.9878140449664629	2.3914777972865733	-0.4130559129954122	0.679565649090462	NA	48	YHR012W	YHR012W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.33580040011972695	FALSE
XI	364776	364876	101	+	803.9545076523877	-0.9533431593318511	0.23499434182924084	-4.0568770801494445	4.9733239110201074e-5	1.9302882872087733e-4	101	snR69	snR69_snoRNA-E1	snoRNA-E1	S_cerevisiae	TRUE	2.9052314745761745	FALSE
V	52150	52320	171	-	525.4708948873356	-0.9397788439173357	0.25399851519348127	-3.69993833704684	2.1565185934310698e-4	6.539976879652767e-4	171	snR80	snR80_snoRNA-E1	snoRNA-E1	S_cerevisiae	TRUE	2.720548666054308	FALSE
II	99963	100307	345	+	34.311832538354295	-0.9153307787940007	0.5431270355648331	-1.6852977643473201	0.09193113685732146	0.11539563662717255	345	YBL065W	YBL065W_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.5354439136272007	TRUE
X	94049	94561	513	+	0.5060490083971497	-0.9140379663727046	4.503111880255234	-0.20297918210304328	0.839151303780115	NA	513	YJL175W	YJL175W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.29580742180489283	FALSE
XIII	99376	99400	25	-	0.5060490083971497	-0.9140379663727046	4.503111880255234	-0.20297918210304328	0.839151303780115	NA	25	YML085C	YML085C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.29580742180489283	FALSE
XV	256666	257019	354	-	0.5060490083971497	-0.9140379663727046	4.503111880255234	-0.20297918210304328	0.839151303780115	NA	354	YOL037C	YOL037C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.29580742180489283	FALSE
X	134332	135933	1602	-	425.48727832134193	-0.902876450281459	0.25798693817196283	-3.499698305189548	4.657850038512572e-4	0.0012494722924580384	1602	YJL153C	YJL153C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.62888657960877	FALSE
VII	701012	701048	37	-	0.5033197043851686	-0.9020346863748216	4.138801726983361	-0.21794585628345278	0.8274712976815807	NA	37	tK(UUU)G2	tK(UUU)G2_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.29815606714262294	FALSE
XIV	636931	637335	405	-	0.5033197043851686	-0.9020346863748216	4.138801726983361	-0.21794585628345278	0.8274712976815807	NA	405	YNR005C	YNR005C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.29815606714262294	FALSE
