chr	start	end	width	strand	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	length	feature	feature_init	type	genome	threshold	log10baseMean	stably_expressed
X	744911	745261	351	-	0.38895505981776746	-2.5031142358993974	4.885611418484231	-0.5123441103869028	0.6084101988938082	NA	351	YJR162C	YJR162C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.4101005745114045	FALSE
XV	651858	652163	306	+	0.38895505981776746	-2.5031142358993974	4.885611418484231	-0.5123441103869028	0.6084101988938082	NA	306	YOR170W	YOR170W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.4101005745114045	FALSE
Mito	71433	71503	71	+	0.38895505981776746	-2.5031142358993974	4.885611418484231	-0.5123441103869028	0.6084101988938082	NA	71	tN(GUU)Q	tN(GUU)Q_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.4101005745114045	FALSE
I	124307	124492	186	-	0.9330649065808361	-2.491418072211192	3.334948472116778	-0.7470634383234787	0.45502526854365366	NA	186	YAL016C-B	YAL016C-B_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.03008814447489764	FALSE
XVI	818130	818693	564	-	1.8536780640954869	-2.48275880317467	2.3071942079665013	-1.0760944157201688	0.2818850328799127	NA	564	YPR142C	YPR142C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.26803431064597766	FALSE
XIII	762110	763113	1004	-	8183.956189064104	-2.43896680733894	0.1805057861866831	-13.511848339401743	1.3313632720703782e-41	2.726188193442778e-38	1004	snR86	snR86_snoRNA-E1	snoRNA-E1	S_cerevisiae	TRUE	3.912963295814241	FALSE
VIII	262441	262553	113	-	0.362607769264885	-2.4101992581289764	4.718083287524928	-0.5108428807312024	0.6094610802179437	NA	113	YHR079C-A	YHR079C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.4405628949103382	FALSE
XI	2389	2721	333	+	0.362607769264885	-2.4101992581289764	4.718083287524928	-0.5108428807312024	0.6094610802179437	NA	333	YKL223W	YKL223W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.4405628949103382	FALSE
XVI	695018	695188	171	+	0.362607769264885	-2.4101992581289764	4.718083287524928	-0.5108428807312024	0.6094610802179437	NA	171	YPR074W-A	YPR074W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.4405628949103382	FALSE
XIV	636931	637335	405	-	1.0745888505488879	-2.3640114546700053	2.8404826686704	-0.832256954335361	0.4052639221193359	NA	405	YNR005C	YNR005C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.03124233021163093	FALSE
X	94049	94561	513	+	1.0482415599960055	-2.3276258509270917	2.8617891790158105	-0.8133463736583065	0.41601949615324724	NA	513	YJL175W	YJL175W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.020461374331586436	FALSE
X	400981	401238	258	+	1.0482415599960055	-2.3276258509270917	2.8617891790158105	-0.8133463736583065	0.41601949615324724	NA	258	YJL020W-A	YJL020W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.020461374331586436	FALSE
VII	73138	73158	21	-	1.1677852685292993	-2.236550629098378	2.801276070028356	-0.798404217644903	0.4246359565264399	NA	21	YGL226C-A	YGL226C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.06736299237717193	FALSE
XIII	24037	25800	1764	-	1145.2957209887218	-2.18877463565368	0.18098395497556566	-12.09374961415327	1.1396418019392853e-33	1.166803264885505e-30	1764	YML123C	YML123C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	3.058917638127024	FALSE
IV	11657	13360	1704	-	4.960285474470851	-2.138326480161601	1.3122877010110672	-1.6294646962812367	0.10321468260723934	NA	1704	YDL245C	YDL245C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.695506671736104	FALSE
IV	926223	926570	348	+	1.1785135345744209	-2.0635392763929215	2.693314159139144	-0.7661710273904639	0.4435745450585009	NA	348	YDR230W	YDR230W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.07133457452027726	FALSE
II	9268	9372	105	+	1.4505684579559552	-2.0589158026968684	2.538071401503399	-0.8112127190264592	0.41724352267402315	NA	105	YBL107W-A	YBL107W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.1615382296646699	FALSE
VIII	436647	436958	312	+	1.125818953468656	-1.9774875993087806	2.725873961601903	-0.7254508561895058	0.46817548333896725	NA	312	YHR165W-A	YHR165W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.05146855585159594	FALSE
II	366585	366600	16	-	2.393161850905364	-1.9686549761618013	1.9469895151428571	-1.011127672157677	0.3119553275037185	NA	16	YBR062C	YBR062C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.37897207119100873	FALSE
XII	856710	856920	211	+	1866.3312470019598	-1.9661224327636961	0.1647071809981313	-11.937077793748427	7.584111508761978e-33	6.655599571189262e-30	211	snR44	snR44_snoRNA-E1	snoRNA-E1	S_cerevisiae	TRUE	3.2709887272871754	FALSE
XVI	943032	943050	19	+	4.616199306645854	-1.9234676701579096	1.4065202815270414	-1.3675363913484595	0.17145723870989926	NA	19	YPR202W	YPR202W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.6642845514275466	FALSE
VIII	541651	542262	612	+	2.1095959532991264	-1.736980701487935	2.0308578170104203	-0.8552940963857848	0.39238835499153885	NA	612	YHR214W	YHR214W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.32419928370728496	FALSE
V	4870	5481	612	+	0.7383283718368854	-1.7067755854828695	3.57780302266989	-0.4770457106409424	0.6333295720617104	NA	612	YEL075W-A	YEL075W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.13175044256838786	FALSE
XII	605300	605335	36	-	0.7383283718368854	-1.7067755854828695	3.57780302266989	-0.4770457106409424	0.6333295720617104	NA	36	tI(UAU)L	tI(UAU)L_tRNA-E2	tRNA-E2	S_cerevisiae	NA	-0.13175044256838786	FALSE
XIV	772657	774351	1695	+	0.7383283718368854	-1.7067755854828695	3.57780302266989	-0.4770457106409424	0.6333295720617104	NA	1695	YNR072W	YNR072W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.13175044256838786	FALSE
VIII	374654	375100	447	-	100.51048919989738	-1.6976260307515585	0.32545875972589305	-5.216101825562563	1.8272775217303014e-7	8.075514975531827e-6	447	YHR136C	YHR136C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.0022113867707123	FALSE
I	54584	54913	330	+	0.6856337907311204	-1.5842323204337838	3.3821873493441847	-0.46840466148067483	0.6394952351437024	NA	330	YAL047W-A	YAL047W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.16390778681642898	FALSE
II	7605	7733	129	-	0.6856337907311204	-1.5842323204337838	3.3821873493441847	-0.46840466148067483	0.6394952351437024	NA	129	YBL108C-A	YBL108C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.16390778681642898	FALSE
VII	73829	73902	74	-	2.5680437126414835	-1.5406758201147492	1.7807386588795886	-0.8651891800249437	0.3869349631009596	NA	74	tV(AAC)G3	tV(AAC)G3_tRNA-E1	tRNA-E1	S_cerevisiae	NA	0.4096024119191727	FALSE
I	181141	181178	38	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	38	tL(CAA)A	tL(CAA)A_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
IV	1328390	1328701	312	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	312	YDR431W	YDR431W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
V	435752	435824	73	-	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	73	tK(CUU)E2	tK(CUU)E2_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
VI	180974	181044	71	-	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	71	tG(GCC)F2	tG(GCC)F2_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
VII	857378	857421	44	-	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	44	tL(CAA)G3	tL(CAA)G3_tRNA-E2	tRNA-E2	S_cerevisiae	NA	-0.7111305701753857	FALSE
IX	144268	144639	372	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	372	YIL115W-A	YIL115W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
IX	248850	248931	82	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	82	tS(UGA)I	tS(UGA)I_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
X	541508	541579	72	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	72	tD(GUC)J4	tD(GUC)J4_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XI	513332	513403	72	-	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	72	tD(GUC)K	tD(GUC)K_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XII	466870	467569	700	-	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	700	ETS1-2	ETS1-2_rRNA-E1	rRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XII	472465	472583	119	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	119	RDN5-3	RDN5-3_rRNA-E1	rRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XII	668237	668563	327	-	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	327	YLR261C	YLR261C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XII	687859	687932	74	-	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	74	tV(AAC)L	tV(AAC)L_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XII	784354	784389	36	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	36	tX(XXX)L	tX(XXX)L_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XIII	851422	851769	348	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	348	YMR290W-A	YMR290W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XIV	456693	457169	477	-	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	477	YNL089C	YNL089C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XIV	572999	573853	855	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	855	YNL033W	YNL033W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XIV	578679	578996	318	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	318	YNL028W	YNL028W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XV	467390	467623	234	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	234	YOR073W-A	YOR073W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XVI	264602	264700	99	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	99	YPL152W-A	YPL152W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
XVI	856902	856974	73	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	73	tA(AGC)P	tA(AGC)P_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
Mito	67309	67381	73	+	0.19447752990888373	-1.48323119810223	4.9850374657760685	-0.29753661999234765	0.7660568544372273	NA	73	tR(UCU)Q1	tR(UCU)Q1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7111305701753857	FALSE
IV	359637	359672	36	+	0.46653245329041804	-1.476066005654713	4.3882031787148525	-0.3363713906444505	0.7365908208046597	NA	36	tK(UUU)D	tK(UUU)D_tRNA-E2	tRNA-E2	S_cerevisiae	NA	-0.33111814013887886	FALSE
IV	1075472	1075544	73	-	0.46653245329041804	-1.476066005654713	4.3882031787148525	-0.3363713906444505	0.7365908208046597	NA	73	tV(CAC)D	tV(CAC)D_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.33111814013887886	FALSE
X	637790	637809	20	+	0.46653245329041804	-1.476066005654713	4.3882031787148525	-0.3363713906444505	0.7365908208046597	NA	20	YJR112W-A	YJR112W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.33111814013887886	FALSE
II	683373	683732	360	-	1.050885132093066	-1.475868477544862	2.804197721678867	-0.5263068528068209	0.5986750224486437	NA	360	YBR232C	YBR232C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.021555247689066945	FALSE
VII	405470	405541	72	+	0.7385873766719523	-1.4647610476592485	3.7199973072238115	-0.3937532548249025	0.6937632192643537	NA	72	tR(UCU)G1	tR(UCU)G1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.13159811922574285	FALSE
VII	498000	498034	35	-	0.7385873766719523	-1.4647610476592485	3.7199973072238115	-0.3937532548249025	0.6937632192643537	NA	35	YGR001C	YGR001C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.13159811922574285	FALSE
XV	958362	958832	471	-	2.824479611515257	-1.449174527013466	1.7078672174145486	-0.8485288037832918	0.3961435382130916	NA	471	YOR339C	YOR339C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.4509384441322233	FALSE
XV	234346	234546	201	+	617.6530783906513	-1.4439088671434297	0.19451171963518005	-7.423248685742839	1.142819068361552e-13	1.8474572465644774e-11	201	snR81	snR81_snoRNA-E1	snoRNA-E1	S_cerevisiae	TRUE	2.7907446102902136	FALSE
II	796798	798522	1725	-	894.1889238622232	-1.430653410394308	0.1710649483862753	-8.363217736247192	6.103043039598443e-17	1.3885553108241939e-14	1725	YBR296C	YBR296C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.9514292860472118	FALSE
XVI	696476	696850	375	+	1.7472471888693082	-1.4277772421029522	2.2102728559877867	-0.6459732961181701	0.5182966495596757	NA	375	YPR076W	YPR076W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.24235435041383777	FALSE
IV	254935	255048	114	+	2.2913570356323767	-1.414516333917244	2.0376496706604255	-0.6941901516656606	0.4875629679206715	NA	114	YDL114W-A	YDL114W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.3600927655420222	FALSE
VI	3030	3338	309	-	2.771785030409492	-1.4077999665425727	1.7129443325059508	-0.8218597299557497	0.4111567344394529	NA	309	YFL065C	YFL065C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.4427595449415092	FALSE
VI	76014	76115	102	-	2.8652404532249705	-1.3896470424983238	1.8794324685969872	-0.7393971668137177	0.4596658621647688	NA	102	YFL031C-A	YFL031C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.45716107416617274	FALSE
VII	720372	721151	780	-	1.8033680502517158	-1.388435555808448	2.153116001767777	-0.6448493971845911	0.5190247870007928	NA	780	YGR115C	YGR115C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.2560843711378975	FALSE
IV	1212438	1212836	399	-	0.7122400861190699	-1.3802594699478727	3.766653920654445	-0.3664418072441486	0.7140354282196213	NA	399	YDR366C	YDR366C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.14737358712007154	FALSE
III	115685	115999	315	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	315	YCR001W	YCR001W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
IV	848071	848223	153	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	153	YDR194W-A	YDR194W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
IV	1185139	1185282	144	-	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	144	YDR354C-A	YDR354C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
IV	1523249	1523611	363	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	363	YDR542W	YDR542W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
VII	857454	857491	38	-	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	38	tL(CAA)G3	tL(CAA)G3_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
VIII	450815	451153	339	-	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	339	YHR173C	YHR173C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
X	65805	66086	282	-	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	282	YJL197C-A	YJL197C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
X	85435	85752	318	-	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	318	YJL182C	YJL182C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
X	180194	180310	117	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	117	YJL127W-A	YJL127W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
X	354244	354282	39	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	39	tY(GUA)J1	tY(GUA)J1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
X	531828	531898	71	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	71	tG(GCC)J2	tG(GCC)J2_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
XI	202999	203071	73	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	73	tK(CUU)K	tK(CUU)K_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
XIV	401033	401518	486	-	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	486	YNL120C	YNL120C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
XV	288192	288230	39	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	39	tY(GUA)O	tY(GUA)O_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
XV	453869	454213	345	-	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	345	YOR068C	YOR068C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
Mito	4254	4415	162	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	162	Q0017	Q0017_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
Mito	64596	64670	75	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	75	tH(GUG)Q	tH(GUG)Q_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
Mito	67468	67542	75	+	0.16813023935600127	-1.3771113694133381	4.992158767608721	-0.2758548823303919	0.7826595284418363	NA	75	tG(UCC)Q	tG(UCC)Q_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.7743541687475195	FALSE
VIII	225442	225777	336	+	1.2702454743688356	-1.3631449699053872	2.8173660310657054	-0.4838366598002035	0.6285017954987722	NA	336	YHR063W-A	YHR063W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.10388765628050838	FALSE
VIII	543008	543493	486	+	3.289288581784611	-1.347096927277589	1.5616383414220951	-0.8626177339183825	0.38834767672945814	NA	486	YHR214W-A	YHR214W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.5171019774591393	FALSE
IV	1392492	1392680	189	-	1.5947359740210678	-1.3332049427495922	2.1991424452541373	-0.6062385570460509	0.544356352684946	NA	189	YDR464C-A	YDR464C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.20268879114415292	FALSE
IV	1022007	1022321	315	-	16.321463772213143	-1.2836739941334363	0.7057486844024836	-1.8188825888074427	0.0689293446992161	0.1406754034841477	315	YDR281C	YDR281C_mRNA-E1	mRNA-E1	S_cerevisiae	FALSE	1.2127591053790978	TRUE
XII	80356	80697	342	-	1.6879323920014795	-1.1929637323956435	2.433457001230002	-0.49023415322015323	0.6239682157295448	NA	342	YLL030C	YLL030C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.22735504752144511	FALSE
XV	1079282	1079725	444	+	1.6054642400661894	-1.1696728745870122	2.32053507851643	-0.5040530890551373	0.6142240708382141	NA	444	YOR392W	YOR392W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.20560063658275396	FALSE
VI	101443	101478	36	+	0.5438508419280016	-1.1232067376170398	4.038541391740055	-0.27812188329041554	0.7809187977506441	NA	36	tP(UGG)F	tP(UGG)F_tRNA-E2	tRNA-E2	S_cerevisiae	NA	-0.26452019480542205	FALSE
VII	739122	739195	74	+	0.5438508419280016	-1.1232067376170398	4.038541391740055	-0.27812188329041554	0.7809187977506441	NA	74	tI(AAU)G	tI(AAU)G_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.26452019480542205	FALSE
VIII	116107	116179	73	-	0.5438508419280016	-1.1232067376170398	4.038541391740055	-0.27812188329041554	0.7809187977506441	NA	73	tT(AGU)H	tT(AGU)H_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.26452019480542205	FALSE
IV	391783	392127	345	+	1.0086598121973558	-1.111050092382804	2.828428316717337	-0.39281536173852355	0.6944558578245037	NA	345	YDL034W	YDL034W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.003744717677043277	FALSE
X	469804	470205	402	-	0.815905765309536	-1.109318767602346	3.2829431643129263	-0.337903738225243	0.7354357303946675	NA	402	YJR023C	YJR023C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.0883599980713525	FALSE
Mito	51277	51429	153	+	0.815905765309536	-1.109318767602346	3.2829431643129263	-0.337903738225243	0.7354357303946675	NA	153	Q0143	Q0143_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.0883599980713525	FALSE
VII	375050	375514	465	-	1.3600156120726046	-1.0931941178511324	2.7993542821812025	-0.3905165290473119	0.6961546352367862	NA	465	YGL069C	YGL069C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.1335438938099725	FALSE
XIV	360917	361486	570	-	1.5527696589604245	-1.0884606760537447	2.3408091256603107	-0.46499334957381655	0.6419362191223117	NA	570	YNL140C	YNL140C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.19110703637129017	FALSE
IX	197592	197663	72	+	3.470531654447728	-1.063284436587363	1.5070143276960892	-0.7055569526090063	0.48046370251239723	NA	72	tE(CUC)I	tE(CUC)I_tRNA-E1	tRNA-E1	S_cerevisiae	NA	0.5403960099224385	FALSE
VII	316788	317055	268	+	3980.1838675967847	-1.0354386995775233	0.1671264152759504	-6.195541846977697	5.808485707799131e-10	4.516649076330387e-8	268	snR82	snR82_snoRNA-E1	snoRNA-E1	S_cerevisiae	TRUE	3.5999031350983683	FALSE
III	199293	199418	126	+	0.5175035513751192	-1.0326519774633531	3.7961449237778973	-0.2720264895565855	0.7856016513741694	NA	126	YCR038W-A	YCR038W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.28608666550906353	FALSE
XII	766130	766181	52	-	0.5175035513751192	-1.0326519774633531	3.7961449237778973	-0.2720264895565855	0.7856016513741694	NA	52	YLR316C	YLR316C_mRNA-E2	mRNA-E2	S_cerevisiae	NA	-0.28608666550906353	FALSE
XV	256666	257019	354	-	0.5175035513751192	-1.0326519774633531	3.7961449237778973	-0.2720264895565855	0.7856016513741694	NA	354	YOL037C	YOL037C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.28608666550906353	FALSE
