chr	start	end	width	strand	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	length	feature	feature_init	type	genome	threshold	log10baseMean	stably_expressed
I	228844	229317	474	+	0.7179492884652703	-2.9101647021623025	3.6364254389454156	-0.8002816917390907	0.42354760812265	NA	474	YAR075W	YAR075W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.14390623057315174	FALSE
II	89458	89556	99	-	0.7179492884652703	-2.9101647021623025	3.6364254389454156	-0.8002816917390907	0.42354760812265	NA	99	YBL071C-B	YBL071C-B_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.14390623057315174	FALSE
XIII	74229	74558	330	+	0.7179492884652703	-2.9101647021623025	3.6364254389454156	-0.8002816917390907	0.42354760812265	NA	330	YML099W-A	YML099W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.14390623057315174	FALSE
III	294439	294705	267	+	0.7136705522947464	-2.9024382809907685	3.3530114095880865	-0.8656213553855248	0.38669784058800627	NA	267	YCR097W-A	YCR097W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.1465022228728095	FALSE
IV	1468226	1468573	348	+	0.7136705522947464	-2.9024382809907685	3.3530114095880865	-0.8656213553855248	0.38669784058800627	NA	348	YDR509W	YDR509W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.1465022228728095	FALSE
XII	486201	487289	1089	-	0.7136705522947464	-2.9024382809907685	3.3530114095880865	-0.8656213553855248	0.38669784058800627	NA	1089	YLR160C	YLR160C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.1465022228728095	FALSE
XII	1066265	1066816	552	-	0.7136705522947464	-2.9024382809907685	3.3530114095880865	-0.8656213553855248	0.38669784058800627	NA	552	YLR463C	YLR463C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.1465022228728095	FALSE
III	6479	8326	1848	-	0.7093918161242228	-2.89498107789702	3.3599915087958765	-0.8616036886755399	0.3889056404807514	NA	1848	YCL073C	YCL073C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.14911382605944126	FALSE
X	419855	420181	327	+	0.7093918161242228	-2.89498107789702	3.3599915087958765	-0.8616036886755399	0.3889056404807514	NA	327	YJL009W	YJL009W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.14911382605944126	FALSE
XII	489349	489469	121	+	0.7093918161242228	-2.89498107789702	3.3599915087958765	-0.8616036886755399	0.3889056404807514	NA	121	RDN5-6	RDN5-6_rRNA-E1	rRNA-E1	S_cerevisiae	NA	-0.14911382605944126	FALSE
XII	855199	855531	333	+	0.7093918161242228	-2.89498107789702	3.3599915087958765	-0.8616036886755399	0.3889056404807514	NA	333	YLR365W	YLR365W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.14911382605944126	FALSE
XIII	167623	167781	159	-	0.7093918161242228	-2.89498107789702	3.3599915087958765	-0.8616036886755399	0.3889056404807514	NA	159	YML054C-A	YML054C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.14911382605944126	FALSE
XV	237882	238202	321	-	0.7093918161242228	-2.89498107789702	3.3599915087958765	-0.8616036886755399	0.3889056404807514	NA	321	YOL050C	YOL050C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.14911382605944126	FALSE
XVI	805001	810269	5269	-	0.7093918161242228	-2.89498107789702	3.3599915087958765	-0.8616036886755399	0.3889056404807514	NA	5269	YPR137C-B-E1	YPR137C-B-E1	NA_SC	S_cerevisiae	NA	-0.14911382605944126	FALSE
XVI	195253	195648	396	+	2.1383812231031936	-2.8884864435022086	2.206171168046038	-1.3092757648811466	0.19044095587833104	NA	396	YPL185W	YPL185W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.3300851322718287	FALSE
XVI	584309	584563	255	+	0.7051130799536989	-2.887165580442006	3.660787471615231	-0.7886733668174724	0.43030293804021297	NA	255	YPR012W	YPR012W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.151741229020267	FALSE
II	119335	119709	375	+	1.9033435297852939	-2.698298209895967	2.2840211865818407	-1.1813805518740017	0.2374515803786735	NA	375	YBL053W	YBL053W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.27951718010287213	FALSE
IX	46201	46815	615	+	1.9033435297852939	-2.698298209895967	2.2840211865818407	-1.1813805518740017	0.2374515803786735	NA	615	YIL158W	YIL158W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.27951718010287213	FALSE
VII	627083	627418	336	+	3.865884301949854	-2.62766310325745	1.6664783816308375	-1.576775991948953	0.11484707768311399	NA	336	YGR069W	YGR069W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.5872488523369642	FALSE
VIII	411228	411317	90	+	3.3237754644232176	-2.5030903628143095	1.7344937427932945	-1.44312446972754	0.14898541137072893	NA	90	snR71	snR71_snoRNA-E1	snoRNA-E1	S_cerevisiae	NA	0.5216316776103642	FALSE
XVI	296286	296654	369	+	3.3237754644232176	-2.5030903628143095	1.7344937427932945	-1.44312446972754	0.14898541137072893	NA	369	YPL136W	YPL136W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.5216316776103642	FALSE
XII	48216	48662	447	+	1.7064619299980748	-2.429877043061922	2.3688815430497288	-1.025748649269168	0.3050100764723514	NA	447	YLL044W	YLL044W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.2320966039090102	FALSE
IV	404749	405060	312	+	1.702183193827551	-2.426597561512952	2.359999832563981	-1.0282193786753862	0.3038466447814827	NA	312	YDL026W	YDL026W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.2310062982791386	FALSE
XV	408358	408789	432	-	1.702183193827551	-2.426597561512952	2.359999832563981	-1.0282193786753862	0.3038466447814827	NA	432	YOR041C	YOR041C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.2310062982791386	FALSE
XII	229966	230451	486	-	1.6936257214865034	-2.417652890829193	2.412407111827251	-1.0021744998910938	0.3162593213802015	NA	486	YLR042C	YLR042C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.2288174407924304	FALSE
IV	857682	857999	318	+	0.4786328589768468	-2.3251616468516656	4.282557715933514	-0.5429376090369458	0.5871727603745718	NA	318	YDR203W	YDR203W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.319997489628833	FALSE
VII	419022	419225	204	-	0.4786328589768468	-2.3251616468516656	4.282557715933514	-0.5429376090369458	0.5871727603745718	NA	204	YGL041C	YGL041C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.319997489628833	FALSE
VIII	67711	68304	594	+	0.4786328589768468	-2.3251616468516656	4.282557715933514	-0.5429376090369458	0.5871727603745718	NA	594	YHL019W-A	YHL019W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.319997489628833	FALSE
X	391311	391646	336	+	0.4786328589768468	-2.3251616468516656	4.282557715933514	-0.5429376090369458	0.5871727603745718	NA	336	YJL028W	YJL028W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.319997489628833	FALSE
XI	194478	194999	522	+	0.4786328589768468	-2.3251616468516656	4.282557715933514	-0.5429376090369458	0.5871727603745718	NA	522	YKL131W	YKL131W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.319997489628833	FALSE
XI	248062	248367	306	-	0.4786328589768468	-2.3251616468516656	4.282557715933514	-0.5429376090369458	0.5871727603745718	NA	306	YKL102C	YKL102C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.319997489628833	FALSE
XII	455572	455932	361	-	0.4786328589768468	-2.3251616468516656	4.282557715933514	-0.5429376090369458	0.5871727603745718	NA	361	ITS1-1	ITS1-1_rRNA-E1	rRNA-E1	S_cerevisiae	NA	-0.319997489628833	FALSE
XVI	338848	338919	72	-	0.4786328589768468	-2.3251616468516656	4.282557715933514	-0.5429376090369458	0.5871727603745718	NA	72	tM(CAU)P	tM(CAU)P_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.319997489628833	FALSE
II	465566	466048	483	+	0.47435412280632305	-2.313751327378237	3.948501133484512	-0.5859821864446002	0.557887485704886	NA	483	YBR113W	YBR113W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.32389732043534913	FALSE
IV	1194598	1195032	435	+	0.47435412280632305	-2.313751327378237	3.948501133484512	-0.5859821864446002	0.557887485704886	NA	435	YDR360W	YDR360W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.32389732043534913	FALSE
VII	483260	483637	378	+	0.47435412280632305	-2.313751327378237	3.948501133484512	-0.5859821864446002	0.557887485704886	NA	378	YGL007W	YGL007W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.32389732043534913	FALSE
VII	701012	701048	37	-	0.47435412280632305	-2.313751327378237	3.948501133484512	-0.5859821864446002	0.557887485704886	NA	37	tK(UUU)G2	tK(UUU)G2_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.32389732043534913	FALSE
IX	254543	254860	318	+	0.47435412280632305	-2.313751327378237	3.948501133484512	-0.5859821864446002	0.557887485704886	NA	318	YIL054W	YIL054W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.32389732043534913	FALSE
XIII	537565	537609	45	+	0.47435412280632305	-2.313751327378237	3.948501133484512	-0.5859821864446002	0.557887485704886	NA	45	YMR133W	YMR133W_mRNA-E2	mRNA-E2	S_cerevisiae	NA	-0.32389732043534913	FALSE
XIV	104805	104877	73	+	0.47435412280632305	-2.313751327378237	3.948501133484512	-0.5859821864446002	0.557887485704886	NA	73	tT(AGU)N1	tT(AGU)N1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.32389732043534913	FALSE
XV	1069621	1070241	621	-	0.47435412280632305	-2.313751327378237	3.948501133484512	-0.5859821864446002	0.557887485704886	NA	621	YOR387C	YOR387C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.32389732043534913	FALSE
II	808600	809097	498	-	0.4700753866357993	-2.3022418905550857	4.313538457039913	-0.5337246702409041	0.5935320381565117	NA	498	YBR300C	YBR300C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.3278324880759482	FALSE
IV	668007	668080	74	-	0.4700753866357993	-2.3022418905550857	4.313538457039913	-0.5337246702409041	0.5935320381565117	NA	74	tI(AAU)D	tI(AAU)D_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.3278324880759482	FALSE
V	59549	59740	192	+	0.4700753866357993	-2.3022418905550857	4.313538457039913	-0.5337246702409041	0.5935320381565117	NA	192	YEL050W-A	YEL050W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.3278324880759482	FALSE
V	135425	135497	73	-	0.4700753866357993	-2.3022418905550857	4.313538457039913	-0.5337246702409041	0.5935320381565117	NA	73	tK(CUU)E1	tK(CUU)E1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.3278324880759482	FALSE
XIII	245537	245914	378	-	0.4700753866357993	-2.3022418905550857	4.313538457039913	-0.5337246702409041	0.5935320381565117	NA	378	YML012C-A	YML012C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.3278324880759482	FALSE
XVI	9557	10870	1314	-	0.4700753866357993	-2.3022418905550857	4.313538457039913	-0.5337246702409041	0.5935320381565117	NA	1314	YPL281C	YPL281C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.3278324880759482	FALSE
XV	595112	600380	5269	+	2.862257550128466	-2.250508186054877	1.837707248592541	-1.224628235960048	0.2207153242515931	NA	5269	YOR142W-B-E1	YOR142W-B-E1	NA_SC	S_cerevisiae	NA	0.4567087096358906	FALSE
VIII	129481	129528	48	+	1.4375468793200183	-2.2264481960131652	2.7005138459741813	-0.8244535384746372	0.40968190492308365	NA	48	YHR012W	YHR012W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.1576220162124707	FALSE
XV	429478	429912	435	+	1.4671455005096514	-2.1623260816288896	2.478257740897326	-0.8725186432166478	0.38292550210355636	NA	435	YOR055W	YOR055W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.16647318605527528	FALSE
XIII	298307	298412	106	+	1.4628667643391275	-2.158019545884469	2.4800072192326277	-0.870166638689145	0.38420934462113165	NA	106	snR73	snR73_snoRNA-E1	snoRNA-E1	S_cerevisiae	NA	0.16520477305129197	FALSE
Mito	3952	4338	387	+	1.4628667643391275	-2.158019545884469	2.4800072192326277	-0.870166638689145	0.38420934462113165	NA	387	Q0010	Q0010_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.16520477305129197	FALSE
II	36989	37303	315	-	1.1939517136610713	-1.8983715313042966	2.676312401432599	-0.7093235940199359	0.47812369014663236	NA	315	YBL100C	YBL100C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.0769867632132905	FALSE
XV	552875	552887	13	-	1.1896729774905475	-1.8928661627579317	2.654051556715526	-0.7131987161170351	0.4757228006456949	NA	13	YOR122C	YOR122C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.07542759703150229	FALSE
XII	786442	786615	174	+	1.1853942413200238	-1.887782949359208	2.681443841711967	-0.7040173357328093	0.4814219777308593	NA	174	YLR329W	YLR329W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.07386281309279892	FALSE
Mito	27666	27812	147	+	2.426059520852823	-1.8762135476925188	1.8781333027166247	-0.998977838782088	0.3178054268581101	NA	147	Q0080	Q0080_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.3849014516257068	FALSE
IV	432925	433248	324	-	2.413223312341252	-1.8683865249457086	1.8591925086749526	-1.004945166370807	0.31492325417391953	NA	324	YDL009C	YDL009C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.3825975120580347	FALSE
II	110506	110539	34	-	1.2278290710212278	-1.8342824301956833	2.627720135728871	-0.6980509093244416	0.48514535687922605	NA	34	YBL059C-A	YBL059C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.08913791185470145	FALSE
VIII	74699	74782	84	+	1.223550334850704	-1.8281808920744442	2.6548408201579234	-0.6886216597971756	0.4910613869737318	NA	84	YHL015W-A	YHL015W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.08762184021682859	FALSE
II	458608	458832	225	+	2.4599368782129796	-1.816563662057992	1.9169905668591347	-0.9476122071035092	0.34332690942891275	NA	225	YBR109W-A	YBR109W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.3909239632840697	FALSE
VIII	17392	17841	450	+	2.148586997833719	-1.7429653819659494	2.030442806440688	-0.8584163889951283	0.39066258102071977	NA	450	YHL041W	YHL041W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.3321529432720456	FALSE
XII	1024189	1024572	384	+	2.1867430913643995	-1.6826160284388103	1.9353315624204686	-0.8694200317460883	0.3846174303551431	NA	384	YLR445W	YLR445W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.3397977631214727	FALSE
XV	243466	244140	675	-	2.178185619023352	-1.676712469741705	1.9199888768422926	-0.8732928039142124	0.3825035018512466	NA	675	YOL046C	YOL046C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.33809488638516355	FALSE
II	646	1128	483	+	3.1413783755370477	-1.6314713168589088	1.6263134532589691	-1.003171506445823	0.3157781182850036	NA	483	YBL113W-A	YBL113W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.49712024983720676	FALSE
VIII	245422	245502	81	-	1.904991832174772	-1.518057424714651	2.100761234199857	-0.7226225427245435	0.4699118147498906	NA	81	YHR073C-B	YHR073C-B_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.2798931179386564	FALSE
VII	1038715	1039239	525	-	0.9589140203431717	-1.4915575841322288	3.0829203904473457	-0.48381320151954915	0.6285184451441526	NA	525	YGR273C	YGR273C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.01822033147845768	FALSE
X	298460	298876	417	-	0.9589140203431717	-1.4915575841322288	3.0829203904473457	-0.48381320151954915	0.6285184451441526	NA	417	YJL075C	YJL075C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.01822033147845768	FALSE
XII	66562	66942	381	+	0.9589140203431717	-1.4915575841322288	3.0829203904473457	-0.48381320151954915	0.6285184451441526	NA	381	YLL037W	YLL037W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.01822033147845768	FALSE
I	140760	141407	648	+	0.954635284172648	-1.4829142780123863	2.883277389795137	-0.5143155088930762	0.6070314203778282	NA	648	YAL004W	YAL004W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.020162517761219603	FALSE
IV	301655	302089	435	-	0.954635284172648	-1.4829142780123863	2.883277389795137	-0.5143155088930762	0.6070314203778282	NA	435	YDL086C-A	YDL086C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.020162517761219603	FALSE
IV	432308	432631	324	-	0.954635284172648	-1.4829142780123863	2.883277389795137	-0.5143155088930762	0.6070314203778282	NA	324	YDL011C	YDL011C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.020162517761219603	FALSE
V	319902	320240	339	-	0.954635284172648	-1.4829142780123863	2.883277389795137	-0.5143155088930762	0.6070314203778282	NA	339	YER079C-A	YER079C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.020162517761219603	FALSE
VIII	212535	212720	186	-	0.954635284172648	-1.4829142780123863	2.883277389795137	-0.5143155088930762	0.6070314203778282	NA	186	YHR053C	YHR053C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.020162517761219603	FALSE
XIV	426719	426808	90	+	0.9503565480021241	-1.4759831061817388	2.887066052923177	-0.5112398120186042	0.6091831444046032	NA	90	YNL103W-A	YNL103W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.022113428627933918	FALSE
Mito	35373	35444	72	+	0.9503565480021241	-1.4759831061817388	2.887066052923177	-0.5112398120186042	0.6091831444046032	NA	72	tE(UUC)Q	tE(UUC)Q_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.022113428627933918	FALSE
XVI	404950	404956	7	+	1.9474266618759761	-1.459011306066645	2.0058088078416385	-0.7273930099233247	0.46698523533741815	NA	7	YPL081W	YPL081W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.2894611115603684	FALSE
XV	841515	841823	309	-	1.9431479257054525	-1.4556086730899414	1.9960329140240776	-0.7292508369290261	0.4658482393382393	NA	309	YOR277C	YOR277C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.2885058633235228	FALSE
Mito	67309	67381	73	+	0.997070113873852	-1.4193476401366916	3.042382926982517	-0.466524981963537	0.6408397700319284	NA	73	tR(UCU)Q1	tR(UCU)Q1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.0012743010686143254	FALSE
I	84669	84977	309	+	0.9927913777033283	-1.4172429643974267	2.8475339266506476	-0.4977088951015341	0.6186892376057112	NA	309	YAL031W-A	YAL031W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.003142003298334074	FALSE
VII	216692	217369	678	-	0.9927913777033283	-1.4172429643974267	2.8475339266506476	-0.4977088951015341	0.6186892376057112	NA	678	YGL152C	YGL152C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.003142003298334074	FALSE
IX	47292	47693	402	+	0.9927913777033283	-1.4172429643974267	2.8475339266506476	-0.4977088951015341	0.6186892376057112	NA	402	YIL156W-A	YIL156W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.003142003298334074	FALSE
XII	784354	784389	36	+	0.9927913777033283	-1.4172429643974267	2.8475339266506476	-0.4977088951015341	0.6186892376057112	NA	36	tX(XXX)L	tX(XXX)L_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.003142003298334074	FALSE
XII	805784	806335	552	-	0.9927913777033283	-1.4172429643974267	2.8475339266506476	-0.4977088951015341	0.6186892376057112	NA	552	YLR339C	YLR339C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.003142003298334074	FALSE
XVI	697131	697502	372	-	0.9927913777033283	-1.4172429643974267	2.8475339266506476	-0.4977088951015341	0.6186892376057112	NA	372	YPR077C	YPR077C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.003142003298334074	FALSE
II	347603	347686	84	+	0.9885126415328045	-1.4102458560732665	2.8510968010341147	-0.49463275170515414	0.6208593788945798	NA	84	tL(UAA)B2	tL(UAA)B2_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.005017772366662532	FALSE
XI	158975	159091	117	-	0.9885126415328045	-1.4102458560732665	2.8510968010341147	-0.49463275170515414	0.6208593788945798	NA	117	YKL156C-A	YKL156C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.005017772366662532	FALSE
XV	904458	904568	111	+	0.9885126415328045	-1.4102458560732665	2.8510968010341147	-0.49463275170515414	0.6208593788945798	NA	111	YOR314W-A	YOR314W-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.005017772366662532	FALSE
XII	873746	874792	1047	-	105.85091296951613	-1.4000590045277734	0.39421202837343694	-3.551538014465398	3.829866640733897e-4	0.004828405686897386	1047	YLR377C	YLR377C_mRNA-E1	mRNA-E1	S_cerevisiae	TRUE	2.024694608183613	FALSE
XIII	90744	91130	387	+	1.9813040192361329	-1.3935443311004203	2.0682114669810274	-0.6737919953294621	0.5004435646330809	NA	387	YML090W	YML090W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	0.2969511205391644	FALSE
II	425183	425782	600	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	600	YBR089W	YBR089W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
II	645167	645238	72	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	72	tE(UUC)B	tE(UUC)B_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
III	2126	2566	441	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	441	YCL075W-E1	YCL075W-E1	NA_SC	S_cerevisiae	NA	-0.6210274852928143	FALSE
III	82462	82533	72	-	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	72	tE(UUC)C	tE(UUC)C_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
III	295484	295556	73	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	73	tT(AGU)C	tT(AGU)C_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
IV	491017	491502	486	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	486	YDR024W	YDR024W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
IV	520516	520692	177	-	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	177	YDR034C-A	YDR034C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
IV	1150881	1151183	303	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	303	YDR340W	YDR340W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
V	536275	536655	381	-	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	381	YER172C-A	YER172C-A_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
VI	5066	5521	456	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	456	YFL063W	YFL063W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
VII	11110	11730	621	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	621	YGL258W	YGL258W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
VII	63772	64215	444	-	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	444	YGL230C	YGL230C_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
VII	115548	115583	36	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	36	tK(UUU)G1	tK(UUU)G1_tRNA-E2	tRNA-E2	S_cerevisiae	NA	-0.6210274852928143	FALSE
VII	167352	167354	3	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	3	YGL178W	YGL178W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
VII	328583	328654	72	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	72	tE(UUC)G1	tE(UUC)G1_tRNA-E1	tRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
VII	345836	346201	366	+	0.2393164294884234	-1.3230345574620543	4.995885687907254	-0.26482482588913386	0.7911444111957415	NA	366	YGL088W	YGL088W_mRNA-E1	mRNA-E1	S_cerevisiae	NA	-0.6210274852928143	FALSE
